order_id,user_id,order_timestamp,order_hour,order_hour_formatted,turno_pedido,is_cancelled,is_returned,total_order_value,is_bad_payer,account_created_at,dias_conta_ate_compra,faixa_tempo_conta
36633,29241,2024-07-28 05:32:59.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-02-16 09:32:00.000000,162,3. 90-365 dias
36955,29494,2022-10-18 05:27:34.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-08-16 11:29:00.000000,62,2. 30-90 dias
37925,30233,2026-03-23 05:36:25.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-10-28 15:01:00.000000,2337,4. +365 dias
39094,31152,2021-05-25 05:31:35.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2019-05-13 04:42:00.000000,743,4. +365 dias
39566,31527,2025-03-17 05:05:37.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2024-07-03 06:30:00.000000,256,3. 90-365 dias
39567,31528,2021-12-27 05:25:53.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2021-07-12 01:41:00.000000,168,3. 90-365 dias
39581,31542,2025-11-03 05:12:18.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-12-21 05:15:00.000000,1412,4. +365 dias
40374,32187,2026-04-01 05:12:36.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-12-18 02:46:00.000000,469,4. +365 dias
41940,33435,2025-08-15 05:18:18.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2022-09-03 14:02:00.000000,1076,4. +365 dias
43490,34638,2021-07-31 05:13:44.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-04-14 12:22:00.000000,107,3. 90-365 dias
47986,38260,2026-03-28 05:02:17.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,1,2025-08-01 00:25:00.000000,239,3. 90-365 dias
48900,38959,2023-07-28 05:22:57.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-12-22 00:47:00.000000,583,4. +365 dias
49389,39338,2026-07-01 05:55:50.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2026-06-26 10:33:00.000000,4,1. < 30 dias
50780,40440,2022-09-11 05:18:12.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2019-02-12 05:21:00.000000,1306,4. +365 dias
51235,40781,2025-11-28 05:47:22.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2023-12-25 02:17:00.000000,704,4. +365 dias
51349,40860,2023-10-20 05:07:57.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-01-27 17:44:00.000000,630,4. +365 dias
53593,42653,2024-06-28 05:05:11.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,1,2022-08-27 02:14:00.000000,671,4. +365 dias
53683,42723,2024-12-16 05:35:44.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-04-08 03:28:00.000000,618,4. +365 dias
54153,43095,2025-05-30 05:56:43.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-05-23 12:33:00.000000,737,4. +365 dias
54781,43603,2025-04-29 05:17:30.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2025-02-11 17:56:00.000000,76,2. 30-90 dias
55698,44316,2025-12-10 05:14:22.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-11-30 18:45:00.000000,374,4. +365 dias
57709,45908,2026-07-02 05:05:49.162701,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-07-02 03:29:45.162701,0,1. < 30 dias
58744,46698,2026-04-10 05:16:25.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-01-25 00:51:00.000000,75,2. 30-90 dias
58991,46917,2025-01-12 05:50:41.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2024-09-11 12:20:00.000000,122,3. 90-365 dias
60121,47830,2026-06-10 05:19:22.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-09-22 03:16:00.000000,261,3. 90-365 dias
63175,50301,2024-01-23 05:49:02.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2023-02-14 11:55:00.000000,342,3. 90-365 dias
64041,50982,2026-06-09 05:19:03.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-12-29 06:55:00.000000,161,3. 90-365 dias
67546,53880,2020-09-22 05:48:40.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-10-09 15:55:00.000000,348,3. 90-365 dias
70651,56354,2025-11-10 05:57:07.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2025-06-16 05:58:00.000000,146,3. 90-365 dias
70962,56595,2022-07-30 05:04:39.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2022-01-05 08:51:00.000000,205,3. 90-365 dias
72285,57627,2021-03-16 05:42:49.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-03-20 13:40:00.000000,360,3. 90-365 dias
74492,59413,2024-09-21 05:58:06.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,1,2022-08-08 18:18:00.000000,774,4. +365 dias
76105,60704,2025-03-18 05:03:09.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-10-26 07:17:00.000000,508,4. +365 dias
76106,60704,2025-02-15 05:33:27.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-10-26 07:17:00.000000,477,4. +365 dias
76294,60850,2025-11-03 05:30:40.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-12-26 17:02:00.000000,1042,4. +365 dias
79998,63771,2024-12-26 05:08:17.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-12-05 00:42:00.000000,1482,4. +365 dias
81117,64662,2025-04-13 05:40:05.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2022-09-30 01:10:00.000000,926,4. +365 dias
81900,65292,2025-05-29 05:14:56.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2025-05-28 07:49:00.000000,0,1. < 30 dias
84121,67095,2025-03-15 05:02:36.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-11-24 08:12:00.000000,110,3. 90-365 dias
86174,68721,2022-02-07 05:42:23.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-02-12 03:49:00.000000,726,4. +365 dias
86337,68854,2024-10-12 05:46:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-07-02 16:43:00.000000,467,4. +365 dias
86358,68873,2025-11-28 05:56:32.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-07-20 13:03:00.000000,130,3. 90-365 dias
87265,69600,2025-11-17 05:54:38.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-06-23 09:14:00.000000,1242,4. +365 dias
87917,70143,2023-09-18 05:23:34.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2023-09-06 14:12:00.000000,11,1. < 30 dias
88916,70953,2026-04-24 05:54:01.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-07-21 14:57:00.000000,1372,4. +365 dias
89247,71231,2022-06-05 05:05:35.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-04-29 12:08:00.000000,766,4. +365 dias
90687,72391,2026-05-10 05:50:48.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-05-15 11:37:00.000000,724,4. +365 dias
91245,72840,2024-11-04 05:17:07.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-09-11 03:26:00.000000,785,4. +365 dias
91388,72965,2024-04-24 05:21:11.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2022-07-17 00:19:00.000000,647,4. +365 dias
91898,73376,2026-07-04 05:14:31.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,1,2024-09-09 00:52:00.000000,663,4. +365 dias
94093,75181,2026-06-30 05:41:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-05-28 18:55:00.000000,32,2. 30-90 dias
94877,75824,2025-10-08 05:49:35.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-01-23 09:02:00.000000,257,3. 90-365 dias
95264,76121,2024-07-03 05:57:54.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2022-12-21 10:05:00.000000,559,4. +365 dias
96212,76871,2022-09-03 05:11:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-06-10 16:48:00.000000,449,4. +365 dias
99137,79228,2024-06-18 05:01:18.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-12-07 07:34:00.000000,1654,4. +365 dias
99214,79292,2025-12-29 05:35:40.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2025-03-04 08:11:00.000000,299,3. 90-365 dias
99476,79511,2025-12-06 05:23:47.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-09-14 01:31:00.000000,448,4. +365 dias
100420,80294,2023-09-04 05:11:19.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-03-17 18:41:00.000000,170,3. 90-365 dias
101113,80863,2025-11-08 05:30:30.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-01-02 08:31:00.000000,309,3. 90-365 dias
101160,80897,2025-11-02 05:08:13.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-08-15 14:11:00.000000,809,4. +365 dias
101545,81196,2025-04-07 05:26:49.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-03-11 12:45:00.000000,1852,4. +365 dias
103826,82996,2023-11-24 05:24:49.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-10-15 13:11:00.000000,39,2. 30-90 dias
104062,83181,2020-10-26 05:38:19.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-11-29 18:14:00.000000,331,3. 90-365 dias
104423,83473,2026-04-02 05:33:28.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-01-19 03:05:00.000000,438,4. +365 dias
104720,83699,2023-11-18 05:19:39.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-06-05 11:02:00.000000,530,4. +365 dias
105908,84654,2026-04-30 05:33:08.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2022-12-13 09:32:00.000000,1233,4. +365 dias
107057,85581,2024-07-26 05:58:57.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2023-10-02 08:04:00.000000,297,3. 90-365 dias
108051,86417,2025-04-27 05:20:04.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2024-05-01 02:18:00.000000,361,3. 90-365 dias
111510,89201,2025-09-09 05:51:22.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-09-26 09:09:00.000000,1078,4. +365 dias
113142,90543,2023-03-14 05:41:29.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-09-15 06:47:00.000000,909,4. +365 dias
113907,91155,2025-12-10 05:42:11.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-03-16 03:25:00.000000,1365,4. +365 dias
114385,91524,2026-05-21 05:02:46.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-09-13 11:54:00.000000,249,3. 90-365 dias
114796,91855,2025-12-06 05:23:38.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-07-25 13:47:00.000000,133,3. 90-365 dias
115036,92049,2026-06-06 05:33:22.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-04-10 04:17:00.000000,57,2. 30-90 dias
115698,92573,2023-06-24 05:19:06.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2022-03-23 03:09:00.000000,458,4. +365 dias
115714,92586,2024-11-02 05:47:45.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2021-10-24 15:35:00.000000,1104,4. +365 dias
116236,93000,2021-07-05 05:06:21.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-05-23 16:44:00.000000,42,2. 30-90 dias
117761,94248,2022-06-06 05:02:50.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-05-01 06:59:00.000000,1131,4. +365 dias
118011,94461,2026-04-01 05:28:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2025-07-10 01:42:00.000000,265,3. 90-365 dias
118443,94813,2025-05-28 05:53:18.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-08-15 15:31:00.000000,651,4. +365 dias
120759,96682,2025-05-19 05:49:19.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-07-02 13:16:00.000000,320,3. 90-365 dias
122722,98235,2021-03-19 05:17:48.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-02-16 18:41:00.000000,30,1. < 30 dias
124854,99990,2022-05-04 05:04:47.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-03-31 04:01:00.000000,399,4. +365 dias
61,50,2025-03-12 05:39:55.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,1,2019-08-27 02:40:00.000000,2024,4. +365 dias
1349,1063,2026-04-28 05:30:42.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2025-06-04 00:08:00.000000,328,3. 90-365 dias
2068,1642,2026-06-19 05:50:09.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-12-06 00:13:00.000000,195,3. 90-365 dias
3030,2431,2025-12-03 05:17:30.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2024-10-10 01:10:00.000000,419,4. +365 dias
3628,2912,2026-04-19 05:09:59.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-06-07 12:44:00.000000,315,3. 90-365 dias
4570,3647,2023-02-05 05:09:43.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2020-09-21 11:43:00.000000,866,4. +365 dias
7624,6086,2025-08-30 05:40:33.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2023-10-23 03:17:00.000000,677,4. +365 dias
7995,6371,2023-10-15 05:33:46.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2022-02-13 05:34:00.000000,608,4. +365 dias
8142,6486,2026-02-24 05:53:08.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-06-24 03:27:00.000000,1341,4. +365 dias
8817,7039,2026-03-28 05:14:34.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-06-28 00:47:00.000000,273,3. 90-365 dias
10798,8623,2023-04-25 05:59:05.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2021-09-22 06:06:00.000000,579,4. +365 dias
11340,9046,2026-01-27 05:34:22.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-06-22 16:39:00.000000,583,4. +365 dias
12358,9887,2021-08-07 05:11:43.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,182.0,0,2021-01-18 06:53:00.000000,200,3. 90-365 dias
12420,9940,2024-04-09 05:51:36.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-02-24 01:15:00.000000,410,4. +365 dias
12760,10211,2026-06-17 05:34:41.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2026-05-29 15:39:00.000000,18,1. < 30 dias
13472,10771,2023-08-09 05:51:11.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2020-09-20 11:00:00.000000,1052,4. +365 dias
15893,12690,2022-05-28 05:40:19.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2021-07-10 12:41:00.000000,321,3. 90-365 dias
16354,13074,2026-07-04 05:04:47.145416,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,1,2026-07-02 07:23:40.145416,1,1. < 30 dias
19317,15408,2023-11-04 05:43:36.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-06-30 01:13:00.000000,492,4. +365 dias
19701,15715,2026-04-18 05:56:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-09-28 00:45:00.000000,1663,4. +365 dias
20013,15950,2026-04-23 05:42:41.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-12-02 04:54:00.000000,142,3. 90-365 dias
23825,19055,2025-03-30 05:20:17.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-12-08 02:44:00.000000,843,4. +365 dias
27222,21763,2022-03-06 05:45:23.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-09-19 12:41:00.000000,898,4. +365 dias
28823,23005,2025-06-04 05:30:21.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-01-17 08:28:00.000000,137,3. 90-365 dias
31154,24834,2019-12-23 05:01:19.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,182.0,0,2019-07-16 09:47:00.000000,159,3. 90-365 dias
34590,27562,2026-05-29 05:44:48.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-01-04 05:24:00.000000,145,3. 90-365 dias
36489,29123,2022-09-29 05:55:25.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-11-20 11:46:00.000000,1043,4. +365 dias
36615,29228,2026-04-21 05:58:04.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-11-28 18:42:00.000000,508,4. +365 dias
38532,30707,2023-11-29 05:05:39.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2022-09-14 07:14:00.000000,440,4. +365 dias
40896,32600,2026-01-02 05:25:06.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2024-12-16 05:08:00.000000,382,4. +365 dias
41009,32695,2023-04-20 05:16:50.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-01-30 13:56:00.000000,1540,4. +365 dias
41165,32815,2026-03-25 05:52:10.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,1,2026-03-21 14:42:00.000000,3,1. < 30 dias
41263,32896,2026-02-08 05:50:54.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2022-02-27 07:08:00.000000,1441,4. +365 dias
41954,33446,2023-06-17 05:23:03.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-11-30 12:02:00.000000,198,3. 90-365 dias
42387,33767,2024-03-02 05:12:10.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-02-26 10:06:00.000000,4,1. < 30 dias
43117,34352,2024-07-08 05:34:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-01-27 10:14:00.000000,527,4. +365 dias
44779,35700,2025-09-19 05:30:42.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-12-19 02:02:00.000000,640,4. +365 dias
49205,39210,2024-08-12 05:40:35.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-12-17 07:29:00.000000,238,3. 90-365 dias
51368,40878,2026-04-08 05:52:00.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-09-07 14:29:00.000000,212,3. 90-365 dias
52506,41806,2021-04-15 05:21:01.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2019-10-03 12:48:00.000000,559,4. +365 dias
52774,42019,2025-10-16 05:12:19.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-11-04 04:26:00.000000,1807,4. +365 dias
53528,42593,2024-03-21 05:18:10.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-01-24 03:41:00.000000,787,4. +365 dias
55001,43767,2024-11-10 05:48:36.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2019-08-01 00:11:00.000000,1928,4. +365 dias
56267,44753,2026-06-05 05:04:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-10-14 06:36:00.000000,233,3. 90-365 dias
59953,47691,2022-08-20 05:00:39.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-10-16 07:09:00.000000,307,3. 90-365 dias
62841,50029,2026-06-06 05:27:37.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2026-02-16 03:25:00.000000,110,3. 90-365 dias
62951,50134,2020-09-24 05:32:49.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-02-23 18:23:00.000000,213,3. 90-365 dias
63219,50335,2021-12-21 05:24:13.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-10-24 06:08:00.000000,57,2. 30-90 dias
63689,50722,2021-03-31 05:16:00.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-04-12 03:30:00.000000,719,4. +365 dias
63884,50863,2024-07-13 05:07:44.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-03-13 15:09:00.000000,487,4. +365 dias
64816,51645,2025-04-05 05:15:16.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2023-05-31 15:03:00.000000,674,4. +365 dias
66533,53043,2026-07-03 05:45:25.638903,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2026-07-01 02:26:39.638903,2,1. < 30 dias
66675,53177,2019-03-05 05:40:44.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2019-01-18 18:02:00.000000,45,2. 30-90 dias
66713,53213,2025-04-27 05:59:34.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2024-06-18 15:27:00.000000,312,3. 90-365 dias
67890,54163,2023-06-07 05:16:46.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-03-01 05:08:00.000000,98,3. 90-365 dias
68084,54308,2023-10-03 05:10:08.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,0,2022-11-29 11:02:00.000000,307,3. 90-365 dias
71407,56950,2024-12-11 05:08:48.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2023-04-16 02:48:00.000000,605,4. +365 dias
71456,56981,2022-10-30 05:13:05.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2021-03-18 05:32:00.000000,590,4. +365 dias
73378,58504,2025-12-21 05:09:41.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-05-20 12:03:00.000000,945,4. +365 dias
76871,61296,2023-07-12 05:38:15.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-07-02 18:00:00.000000,374,4. +365 dias
77004,61396,2026-01-07 05:46:20.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-04-09 11:21:00.000000,1003,4. +365 dias
78783,62825,2024-09-24 05:10:59.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-02-11 02:48:00.000000,2052,4. +365 dias
80061,63816,2026-03-22 05:38:06.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2024-12-01 10:23:00.000000,475,4. +365 dias
80496,64180,2024-02-24 05:52:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-04-23 14:14:00.000000,306,3. 90-365 dias
81818,65228,2025-06-07 05:12:42.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2024-12-24 03:30:00.000000,165,3. 90-365 dias
82375,65663,2020-11-02 05:57:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-11-22 15:41:00.000000,345,3. 90-365 dias
82942,66124,2020-12-31 05:06:13.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,182.0,0,2020-10-01 10:21:00.000000,90,2. 30-90 dias
83264,66387,2022-02-20 05:38:13.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2021-09-18 00:14:00.000000,155,3. 90-365 dias
84469,67372,2024-01-30 05:41:04.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2019-10-28 08:13:00.000000,1554,4. +365 dias
85027,67827,2026-01-22 05:28:18.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,1,2023-02-03 00:38:00.000000,1084,4. +365 dias
85206,67956,2025-03-27 05:16:12.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2022-05-15 06:13:00.000000,1046,4. +365 dias
86711,69154,2026-02-05 05:52:46.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-05-23 11:22:00.000000,257,3. 90-365 dias
87303,69633,2025-03-27 05:15:54.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-10-08 02:21:00.000000,536,4. +365 dias
87904,70126,2026-05-13 05:57:48.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-12-18 04:27:00.000000,877,4. +365 dias
88420,70546,2025-10-28 05:07:06.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-04-25 05:32:00.000000,916,4. +365 dias
88490,70605,2025-06-02 05:33:43.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,136.5,1,2022-01-04 10:34:00.000000,1244,4. +365 dias
89516,71449,2024-07-28 05:32:00.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-12-11 02:44:00.000000,230,3. 90-365 dias
89696,71597,2026-01-02 05:31:18.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2025-06-05 10:29:00.000000,210,3. 90-365 dias
90200,71998,2026-04-10 05:01:51.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2021-01-23 09:26:00.000000,1902,4. +365 dias
93397,74628,2026-02-01 05:16:48.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2024-04-17 08:31:00.000000,654,4. +365 dias
94847,75803,2025-04-26 05:12:07.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2020-08-24 03:04:00.000000,1706,4. +365 dias
97182,77654,2026-06-27 05:56:45.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,91.0,0,2026-03-25 11:33:00.000000,93,3. 90-365 dias
97350,77792,2026-06-27 05:09:08.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-12-13 04:58:00.000000,196,3. 90-365 dias
101187,80918,2025-09-23 05:41:47.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-08-22 11:09:00.000000,31,2. 30-90 dias
103077,82414,2025-02-03 05:20:13.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2023-05-18 00:51:00.000000,627,4. +365 dias
103354,82627,2021-12-16 05:08:14.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,1,2021-03-02 02:19:00.000000,289,3. 90-365 dias
103577,82794,2025-12-05 05:19:17.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2025-10-01 18:42:00.000000,64,2. 30-90 dias
108073,86433,2023-10-19 05:51:03.000000,5,05hs,Noite/Madrugada (18h-5h),0,0,45.5,0,2022-08-11 10:48:00.000000,433,4. +365 dias
